contingency_index,W_k,Pg_0,Pg_1,Pg_2,u_j_0,u_j_1,u_j_2,Z_k_0,Z_k_1,Z_k_2,R_0,R_1,R_2,R_3,R_4,R_5,R_6,X_0,X_1,X_2,X_3,X_4,X_5,X_6,B_0,B_1,B_2,B_3,B_4,B_5,B_6,active_0,active_1,active_2,active_3,active_4,active_5,active_6
2,0.0,0.0024017582424058753,0.1068106737485939,0.10772634097140307,0.002463891059003879,0.10681054658737511,0.10772624892827955,7.72083975940808e-06,8.182201640473354e-06,8.190682754916764e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,0.002539753636993086,0.0024017582424058753,0.1068106737485939,0.10772634097140307,0.0036093652361200803,0.1068106737485513,0.1077263410748225,1.0809581974412924e-08,0.4200024338065637,1.1983099669631663e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.0029259594571474615,0.0024017582424058753,0.1068106737485939,0.10772634097140307,0.0036220735703966635,0.10681067342635948,0.1077263410573167,6.580171595552595e-08,7.286910255683794e-08,0.42354343487813906,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,0.002542763120177709,0.0024017582424058753,0.1068106737485939,0.10772634097140307,0.00374522861540461,0.10681067362535086,0.10772634783819907,3.4861431756352614e-07,0.420081856689028,3.938687753830716e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.0029290184053165015,0.0024017582424058753,0.1068106737485939,0.10772634097140307,0.0037679622803853566,0.10681067320606683,0.10772634092051932,3.098184650441401e-08,3.495068333692965e-08,0.42362418768635995,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,0.0,0.015046315849912693,0.10075758195649735,0.10081208949701702,0.015290538436739182,0.10075765298926778,0.10081215876083359,8.296982158385781e-07,1.107510533843849e-06,1.107822604818734e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.015046315849912693,0.10075758195649735,0.10081208949701702,0.015284299727881987,0.10075766253860062,0.100812171358525,8.947983777210315e-07,1.2273427666625468e-06,1.2276837747466967e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,0.0,0.015046315849912693,0.10075758195649735,0.10081208949701702,0.015326000920575343,0.10075765134612565,0.10081215704061601,8.124351863072717e-07,1.0416386444425825e-06,1.0419564257734666e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,0.0001522365351832941,0.015046315849912693,0.10075758195649735,0.10081208949701702,0.015984890382074617,0.10075758193492944,0.10081209172594703,1.991217188534447e-08,0.2017177900958129,2.8307609160923927e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.0001632405882371779,0.015046315849912693,0.10075758195649735,0.10081208949701702,0.01599319777276213,0.10075758162216651,0.10081208949706039,3.783897555282765e-09,5.375101251691039e-09,0.20182610412484,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,0.00015223380218029833,0.015046315849912693,0.10075758195649735,0.10081208949701702,0.016103960064693838,0.10075758190027817,0.10081209211115606,2.167805808558939e-08,0.2017179334299959,3.197969795463246e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.00016324026982512553,0.015046315849912693,0.10075758195649735,0.10081208949701702,0.016113538614688092,0.10075758156378437,0.10081208949646313,4.115308882012686e-09,6.068041332043475e-09,0.20182614604564644,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,0.0,0.01659939607573513,0.10000252200466242,0.1000026449614124,0.016843703699534834,0.10000259152135277,0.10000271447337847,7.502428147031129e-07,1.0126572642256145e-06,1.0126579644004088e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.01659939607573513,0.10000252200466242,0.1000026449614124,0.01683449418197447,0.10000260179514966,0.10000272475346524,7.907668172029151e-07,1.106351045855905e-06,1.1063517766284081e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,0.0,0.01659939607573513,0.10000252200466242,0.1000026449614124,0.016881116237235337,0.10000258965892654,0.10000271261090665,7.328824255851561e-07,9.474515862413805e-07,9.474523168392414e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,5.073064576680888e-07,0.01659939607573513,0.10000252200466242,0.1000026449614124,0.0174864210885722,0.10000252207171467,0.1000026448229706,5.244617141797277e-09,0.2001690707475091,7.597970958694722e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,5.340822664909598e-07,0.01659939607573513,0.10000252200466242,0.1000026449614124,0.017489473205380808,0.10000252403792705,0.10000264421520078,2.0266856575073477e-08,2.9365696688511544e-08,0.20008422011751836,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,5.073794913465777e-07,0.01659939607573513,0.10000252200466242,0.1000026449614124,0.017604529007051582,0.10000252211155175,0.10000264488378552,5.219175205866104e-09,0.20016895014609765,7.853289555789022e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,5.325217946109932e-07,0.01659939607573513,0.10000252200466242,0.1000026449614124,0.01760466121416283,0.10000252177431183,0.10000264493736484,5.3354613417348305e-09,8.028137480831089e-09,0.20017009874030783,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,0.0,0.0023984073594970528,0.10709878959939938,0.10801304815966936,0.0024424901385682245,0.1070986644287792,0.10801295758388887,7.623374474417599e-06,8.150800206644989e-06,8.158989968464645e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.0023984073594970528,0.10709878959939938,0.10801304815966936,0.0024538515061910096,0.10709867319896246,0.10801296855345481,6.635383817637724e-06,7.063357156691652e-06,7.070474991771004e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,0.0,0.0023984073594970528,0.10709878959939938,0.10801304815966936,0.0024703756958138,0.10709866211489462,0.10801295583093282,7.722038735021872e-06,8.19184893592449e-06,8.200481160787962e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,0.002660835104637223,0.0023984073594970528,0.10709878959939938,0.10801304815966936,0.003632672106614727,0.10709878959922638,0.10801304827807791,1.1718412831398642e-08,0.42110110743647816,1.3020956198742532e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.003047444428690845,0.0023984073594970528,0.10709878959939938,0.10801304815966936,0.0036445208540801617,0.10709878970341372,0.1080130481596968,1.9574007935261523e-08,2.172386156699596e-08,0.4246357658357386,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,0.0026643322322529033,0.0023984073594970528,0.10709878959939938,0.10801304815966936,0.0037613108232290816,0.10709878858320428,0.10801305383517174,2.2303773761992148e-07,0.42120740157991593,2.526803207365229e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.003051050631783942,0.0023984073594970528,0.10709878959939938,0.10801304815966936,0.0037809249131028674,0.10709878951665767,0.1080130481595729,8.129118929567549e-09,9.190843568820068e-09,0.4247441289659586,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,0.0,0.015575928831867194,0.10077325060624544,0.1008297099871962,0.015825266174835304,0.10077332122067922,0.10082977859806955,8.040334591411734e-07,1.0802512411027835e-06,1.0805771060028895e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.015575928831867194,0.10077325060624544,0.1008297099871962,0.015821747206056003,0.10077333096551282,0.10082979159100551,8.605113927970714e-07,1.1921710327318224e-06,1.1925242154970619e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,0.0,0.015575928831867194,0.10077325060624544,0.1008297099871962,0.015869734007333738,0.10077331975579656,0.1008297771022546,7.874512097952704e-07,1.0168597058209378e-06,1.0171954766762187e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,0.00015539709949779793,0.015575928831867194,0.10077325060624544,0.1008297099871962,0.016534807058366713,0.10077325058310622,0.10082971228192936,1.9725726354876076e-08,0.20174930550236778,2.837840308673915e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.0001667971369611887,0.015575928831867194,0.10077325060624544,0.1008297099871962,0.016544967187511164,0.10077325026164094,0.10082970998721433,3.74414773382384e-09,5.383350652379028e-09,0.20186142901753001,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,0.00015539436071002833,0.015575928831867194,0.10077325060624544,0.1008297099871962,0.016652395176185514,0.10077325054790225,0.10082971266134245,2.1377731042259163e-08,0.20174946728730736,3.196113203200438e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.0001667968350092799,0.015575928831867194,0.10077325060624544,0.1008297099871962,0.016663897586430006,0.10077325020534743,0.10082970998661202,4.055086290162781e-09,6.061754932748458e-09,0.20186147733243875,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,0.0,0.01716207615566944,0.10000277973383481,0.1000031865296505,0.017410905034766496,0.10000284831082185,0.10000325509009052,7.24294320445735e-07,9.832577699105875e-07,9.832600577169446e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.01716207615566944,0.10000277973383481,0.1000031865296505,0.017404150296397823,0.10000285921210812,0.1000032660129129,7.614319252048651e-07,1.0759032163785769e-06,1.0759056950899938e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,0.0,0.01716207615566944,0.10000277973383481,0.1000031865296505,0.01745729354652646,0.10000284660185875,0.10000325338124666,7.069756432118867e-07,9.199882224823731e-07,9.199905754872365e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,5.614311993600996e-07,0.01716207615566944,0.10000277973383481,0.1000031865296505,0.01806891186792413,0.10000277896441462,0.10000318865110608,2.0411988863748948e-08,0.20008692475095768,2.9924701286017125e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,6.347834948107325e-07,0.01716207615566944,0.10000277973383481,0.1000031865296505,0.018068406367702385,0.10000278255899715,0.100003186404997,2.4568378832931516e-08,3.6018069358955124e-08,0.20010619007368813,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,5.666214242673627e-07,0.01716207615566944,0.10000277973383481,0.1000031865296505,0.018184000204832504,0.10000277805841447,0.10000318872856426,2.2049418498838454e-08,0.20006068484596295,3.362145401235712e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,6.3720171901571e-07,0.01716207615566944,0.10000277973383481,0.1000031865296505,0.018183490809729284,0.100002782782397,0.10000318643924028,2.6668051466881865e-08,4.066444962166445e-08,0.20008467155764986,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,0.0,0.0024693283472895016,0.10935290127120313,0.11026586404860209,0.0025093059050369194,0.10935278881846128,0.11026578281735257,6.467544174946493e-06,6.96916686783209e-06,6.976695914140312e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.0024693283472895016,0.10935290127120313,0.11026586404860209,0.0025183844522494343,0.10935278679309844,0.1102657851588169,6.294596844085392e-06,6.736812358646982e-06,6.744352964716503e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,0.0,0.0024693283472895016,0.10935290127120313,0.11026586404860209,0.0025226136512314706,0.10935277864516173,0.11026577545916358,7.1545630637219995e-06,7.5972666279853274e-06,7.605954597081398e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,0.0036200136290454243,0.0024693283472895016,0.10935290127120313,0.11026586404860209,0.003663205100476623,0.10935290127123033,0.11026586397086256,9.263864154147874e-09,0.42983212325112247,1.0307499201039038e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.0040140445660509,0.0024693283472895016,0.10935290127120313,0.11026586404860209,0.003676651677595702,0.10935290119059296,0.11026586404860819,1.0845129717521653e-08,1.2052956417114914e-08,0.43336022119071904,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,0.003623165407470249,0.0024693283472895016,0.10935290127120313,0.11026586404860209,0.00391358094594669,0.10935290127121826,0.11026586417640773,1.5192167089319715e-08,0.42991380481264974,1.7505246793827012e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.004017271906965421,0.0024693283472895016,0.10935290127120313,0.11026586404860209,0.003928989014956926,0.10935290142185167,0.11026586404865829,1.655253934725135e-08,1.9039567081104505e-08,0.4334431188885261,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,0.0,0.01979058074701948,0.10092520328542354,0.10099754192630704,0.020039817267557415,0.10092527186061385,0.10099760761297816,6.26940169139292e-07,8.8833797424468e-07,8.887520351800462e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.01979058074701948,0.10092520328542354,0.10099754192630704,0.020033268961417557,0.1009252801635423,0.1009976189990351,6.374460077478769e-07,9.427824670310548e-07,9.43219252413182e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,0.0,0.01979058074701948,0.10092520328542354,0.10099754192630704,0.020089500792469184,0.10092526866555922,0.10099760448632301,6.004448598459711e-07,7.84180862044846e-07,7.846092734837563e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,0.00018608367177103181,0.01979058074701948,0.10092520328542354,0.10099754192630704,0.020760742937874967,0.10092520328542634,0.10099754182069734,1.6322478741063004e-09,0.20205264853714358,2.474811611364995e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.0002007056899644941,0.01979058074701948,0.10092520328542354,0.10099754192630704,0.020803676066292166,0.1009252033520318,0.10099754192625239,1.699380000313302e-09,2.5816457166707387e-09,0.20219804493824928,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,0.0001860820952323637,0.01979058074701948,0.10092520328542354,0.10099754192630704,0.020943360144047886,0.10092520328437975,0.10099754147481069,3.5094691161745516e-09,0.20205325466878954,5.696223897073053e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.00020070413978243441,0.01979058074701948,0.10092520328542354,0.10099754192630704,0.02100785448511179,0.1009252033536013,0.10099754192631678,6.931286044968559e-10,1.1210004980762117e-09,0.2021975827325605,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,0.0,0.021692208231885706,0.1000040767519486,0.1000047613147395,0.021941216850000073,0.1000041399923519,0.10000482452518075,5.45979505506018e-07,7.774659820874379e-07,7.774695946770994e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.021692208231885706,0.1000040767519486,0.1000047613147395,0.021930681456182186,0.10000415083672969,0.10000483539551296,5.628792231532277e-07,8.481452419539424e-07,8.481491817521994e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,0.0,0.021692208231885706,0.1000040767519486,0.1000047613147395,0.021994768399551355,0.1000041367365013,0.10000482127034757,5.213498928998447e-07,6.803928846989384e-07,6.803966577909862e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,8.170926188836229e-07,0.021692208231885706,0.1000040767519486,0.1000047613147395,0.022548389025249218,0.10000407675470586,0.10000476092852996,3.820315665625479e-09,0.200187286521755,5.893057980649747e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,9.540279916179663e-07,0.021692208231885706,0.1000040767519486,0.1000047613147395,0.02254744053049961,0.10000407631385436,0.10000476131716597,4.228321726798649e-09,6.519168036466209e-09,0.20018978151746702,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,8.043870163201979e-07,0.021692208231885706,0.1000040767519486,0.1000047613147395,0.022735292048862016,0.10000407602966255,0.10000476566310518,2.7297311881678847e-08,0.20010334838163138,4.505962607246051e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,9.367758532162638e-07,0.021692208231885706,0.1000040767519486,0.1000047613147395,0.02273486281334522,0.10000408173358336,0.10000476025756433,3.057301436501219e-08,5.046843146473625e-08,0.20010983871271001,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,0.0,0.004331475419468659,0.1162693893353143,0.11745571438524668,0.004334369601940773,0.11626926516804173,0.11745563806170708,4.05715794103755e-06,4.664402753863082e-06,4.677024218122691e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.004331475419468659,0.1162693893353143,0.11745571438524668,0.004347768731210887,0.11626926083505813,0.1174556282673371,3.73018719968885e-06,4.26214505577074e-06,4.2739086637982824e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,0.0,0.004331475419468659,0.1162693893353143,0.11745571438524668,0.004352005140779515,0.11626926483646782,0.11745563864641759,4.085657790905131e-06,4.612004431307033e-06,4.625153695377794e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,0.006685387660326178,0.004331475419468659,0.1162693893353143,0.11745571438524668,0.005664813732019439,0.11626938933473732,0.11745571427953239,6.617058176704378e-09,0.4565398271145748,8.029734655603482e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.007229706503323081,0.004331475419468659,0.1162693893353143,0.11745571438524668,0.005683545641041448,0.11626938922552257,0.11745571438469762,6.959013120543563e-09,8.417799844167288e-09,0.4611154530339536,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,0.006689035637558081,0.004331475419468659,0.1162693893353143,0.11745571438524668,0.005836387284372621,0.11626938933530614,0.11745571426409492,1.2248094372386261e-08,0.4566284973829077,1.5497107830137155e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.007233470452662143,0.004331475419468659,0.1162693893353143,0.11745571438524668,0.005857713599281475,0.11626938982772539,0.117455714352449,5.258427344556873e-08,6.626991185992801e-08,0.4612057431178822,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
